Instance,Heuristic,HeuristicObjVal,RefConfig,RefModelObjVal,RefLB,GapToModelRefConfig,GapToLBRefConfig
r_15_30_30_30_1.txt,lns,323.2123723720072,VI2+VI4,323.21237237200717,323.21237237200717,1.758701823313343e-16,1.758701823313343e-16
r_15_30_30_30_1.txt,ils,324.2410541052608,VI2+VI4,323.21237237200717,323.21237237200717,0.00318268055676297,0.00318268055676297
r_15_30_30_30_10.txt,lns,267.6485023786281,VI2+VI4,267.6485023786281,265.3787538773207,0.0,0.008552864417912857
r_15_30_30_30_10.txt,ils,267.6485023786281,VI2+VI4,267.6485023786281,265.3787538773207,0.0,0.008552864417912857
r_15_30_30_30_2.txt,lns,307.0630782040612,VI2+VI4,307.0630782040612,307.0630782040612,0.0,0.0
r_15_30_30_30_2.txt,ils,307.0630782040612,VI2+VI4,307.0630782040612,307.0630782040612,0.0,0.0
r_15_30_30_30_3.txt,lns,300.29175352947766,VI2+VI4,300.29175352947766,297.52665214797327,0.0,0.009293625836683651
r_15_30_30_30_3.txt,ils,300.29175352947766,VI2+VI4,300.29175352947766,297.52665214797327,0.0,0.009293625836683651
r_15_30_30_30_4.txt,lns,289.87912192614965,VI2+VI4,289.87912192614965,287.45762496136825,0.0,0.00842383974022893
r_15_30_30_30_4.txt,ils,289.87912192614965,VI2+VI4,289.87912192614965,287.45762496136825,0.0,0.00842383974022893
r_15_30_30_30_5.txt,lns,347.78851166394605,VI2+VI4,347.7885116639461,347.7885116639461,-1.6344248574758415e-16,-1.6344248574758415e-16
r_15_30_30_30_5.txt,ils,347.78851166394605,VI2+VI4,347.7885116639461,347.7885116639461,-1.6344248574758415e-16,-1.6344248574758415e-16
r_15_30_30_30_6.txt,lns,315.9647784226684,VI2+VI4,315.9647784226684,313.8448759525094,0.0,0.006754618706853673
r_15_30_30_30_6.txt,ils,315.96477842266836,VI2+VI4,315.9647784226684,313.8448759525094,-1.799042891570913e-16,0.006754618706853492
r_15_30_30_30_7.txt,lns,303.3062311398146,VI2+VI4,303.3062311398146,303.3062311398146,0.0,0.0
r_15_30_30_30_7.txt,ils,303.3062311398146,VI2+VI4,303.3062311398146,303.3062311398146,0.0,0.0
r_15_30_30_30_8.txt,lns,300.2820279666346,VI2+VI4,300.2820279666346,300.2820279666346,0.0,0.0
r_15_30_30_30_8.txt,ils,300.2820279666346,VI2+VI4,300.2820279666346,300.2820279666346,0.0,0.0
r_15_30_30_30_9.txt,lns,329.16933343132894,VI2+VI4,314.5183463229421,314.08114512432996,0.04658229727986511,0.04803914065273249
r_15_30_30_30_9.txt,ils,314.5183463229421,VI2+VI4,314.5183463229421,314.08114512432996,0.0,0.0013920007787766048
r_15_30_30_70_1.txt,lns,323.21237237200717,VI2+VI4,323.21237237200717,321.6816066397244,0.0,0.004758636181512174
r_15_30_30_70_1.txt,ils,323.21237237200717,VI2+VI4,323.21237237200717,321.6816066397244,0.0,0.004758636181512174
r_15_30_30_70_10.txt,lns,267.6485023786281,VI2+VI4,267.6485023786281,265.2886554670872,0.0,0.008895393236420059
r_15_30_30_70_10.txt,ils,267.6485023786281,VI2+VI4,267.6485023786281,265.2886554670872,0.0,0.008895393236420059
r_15_30_30_70_2.txt,lns,307.0630782040612,VI2+VI4,307.0630782040612,307.0630782040612,0.0,0.0
r_15_30_30_70_2.txt,ils,307.0630782040612,VI2+VI4,307.0630782040612,307.0630782040612,0.0,0.0
r_15_30_30_70_3.txt,lns,300.29175352947766,VI2+VI4,300.29175352947766,300.29175352947766,0.0,0.0
r_15_30_30_70_3.txt,ils,300.29175352947766,VI2+VI4,300.29175352947766,300.29175352947766,0.0,0.0
r_15_30_30_70_4.txt,lns,289.87912192614965,VI2+VI4,289.87912192614965,288.38877138179464,0.0,0.005167852192074261
r_15_30_30_70_4.txt,ils,289.87912192614965,VI2+VI4,289.87912192614965,288.38877138179464,0.0,0.005167852192074261
r_15_30_30_70_5.txt,lns,347.78851166394605,VI2+VI4,347.7885116639461,344.82406807500297,-1.6344248574758415e-16,0.008596974119272571
r_15_30_30_70_5.txt,ils,347.7885116639461,VI2+VI4,347.7885116639461,344.82406807500297,0.0,0.008596974119272736
r_15_30_30_70_6.txt,lns,315.9647784226684,VI2+VI4,315.9647784226685,315.9647784226685,-1.7990428915709124e-16,-1.7990428915709124e-16
r_15_30_30_70_6.txt,ils,315.9647784226684,VI2+VI4,315.9647784226685,315.9647784226685,-1.7990428915709124e-16,-1.7990428915709124e-16
r_15_30_30_70_7.txt,lns,303.3062311398146,VI2+VI4,303.3062311398146,300.4238256986199,0.0,0.009594463536611347
r_15_30_30_70_7.txt,ils,303.3062311398146,VI2+VI4,303.3062311398146,300.4238256986199,0.0,0.009594463536611347
r_15_30_30_70_8.txt,lns,300.2820279666346,VI2+VI4,300.2820279666346,300.2820279666346,0.0,0.0
r_15_30_30_70_8.txt,ils,300.2820279666346,VI2+VI4,300.2820279666346,300.2820279666346,0.0,0.0
r_15_30_30_70_9.txt,lns,314.5183463229421,VI2+VI4,314.5183463229421,311.91725005336536,0.0,0.008339058737955974
r_15_30_30_70_9.txt,ils,314.5183463229421,VI2+VI4,314.5183463229421,311.91725005336536,0.0,0.008339058737955974
r_15_70_30_30_1.txt,lns,450.2865263505674,VI2+VI4,450.2865263505674,449.299022994507,0.0,0.0021978755918025472
r_15_70_30_30_1.txt,ils,450.2865263505674,VI2+VI4,450.2865263505674,449.299022994507,0.0,0.0021978755918025472
r_15_70_30_30_10.txt,lns,388.05400053254374,VI2+VI4,387.63711140412533,384.04808766975407,0.0010754623748699401,0.010430758520621477
r_15_70_30_30_10.txt,ils,387.6371105876357,VI2+VI4,387.63711140412533,384.04808766975407,-2.10632479672869e-09,0.009345243559623804
r_15_70_30_30_2.txt,lns,439.9621832166634,VI2+VI4,439.9621912656568,437.14654036215506,-1.8294738948021984e-08,0.006440958796507231
r_15_70_30_30_2.txt,ils,439.96219126565677,VI2+VI4,439.9621912656568,437.14654036215506,-1.2920069039860965e-16,0.006440977209082046
r_15_70_30_30_3.txt,lns,431.0890429271918,VI2+VI4,431.0890429271919,428.63028975736637,-1.318600409670085e-16,0.005736302889880406
r_15_70_30_30_3.txt,ils,431.0890391554493,VI2+VI4,431.0890429271919,428.63028975736637,-8.749335274711987e-09,0.005736294090356427
r_15_70_30_30_4.txt,lns,420.2579375555367,VI2+VI4,420.2579375555367,418.7994209952816,0.0,0.0034826136024470925
r_15_70_30_30_4.txt,ils,420.2579375555367,VI2+VI4,420.2579375555367,418.7994209952816,0.0,0.0034826136024470925
r_15_70_30_30_5.txt,lns,488.33503838154,VI2+VI4,488.33503838154,488.33503838154,0.0,0.0
r_15_70_30_30_5.txt,ils,488.3350351118226,VI2+VI4,488.33503838154,488.33503838154,-6.69564367414627e-09,-6.69564367414627e-09
r_15_70_30_30_6.txt,lns,450.6996377961862,VI2+VI4,450.6996549564647,450.6996549564647,-3.807475402821775e-08,-3.807475402821775e-08
r_15_70_30_30_6.txt,ils,450.6996377961862,VI2+VI4,450.6996549564647,450.6996549564647,-3.807475402821775e-08,-3.807475402821775e-08
r_15_70_30_30_7.txt,lns,413.5235306439186,VI2+VI4,413.5235306439186,413.03051231858313,0.0,0.0011936607844487519
r_15_70_30_30_7.txt,ils,413.5235306439186,VI2+VI4,413.5235306439186,413.03051231858313,0.0,0.0011936607844487519
r_15_70_30_30_8.txt,lns,443.85951426477607,VI2+VI4,443.85951426477607,441.91572199404305,0.0,0.0043985587612997736
r_15_70_30_30_8.txt,ils,458.1841614333311,VI2+VI4,443.85951426477607,441.91572199404305,0.03227293030382116,0.03681344344546162
r_15_70_30_30_9.txt,lns,478.46628249266496,VI2+VI4,472.8706250811018,468.573931306737,0.011833379184007104,0.02111161233050383
r_15_70_30_30_9.txt,ils,478.46628249266496,VI2+VI4,472.8706250811018,468.573931306737,0.011833379184007104,0.02111161233050383
r_15_70_30_70_1.txt,lns,450.2865263505674,VI2+VI4,450.2865263505674,450.2865263505674,0.0,0.0
r_15_70_30_70_1.txt,ils,450.2865263505674,VI2+VI4,450.2865263505674,450.2865263505674,0.0,0.0
r_15_70_30_70_10.txt,lns,387.6371114041253,VI2+VI4,387.6371114041253,383.8216107199389,0.0,0.009940817759139667
r_15_70_30_70_10.txt,ils,387.6371114041253,VI2+VI4,387.6371114041253,383.8216107199389,0.0,0.009940817759139667
r_15_70_30_70_2.txt,lns,439.96219126565677,VI2+VI4,439.9621912656568,439.9621912656568,-1.2920069039860965e-16,-1.2920069039860965e-16
r_15_70_30_70_2.txt,ils,439.96219126565677,VI2+VI4,439.9621912656568,439.9621912656568,-1.2920069039860965e-16,-1.2920069039860965e-16
r_15_70_30_70_3.txt,lns,431.0890429271918,VI2+VI4,431.0890429271919,427.1672668198526,-1.318600409670085e-16,0.009180890981033727
r_15_70_30_70_3.txt,ils,431.0890429271918,VI2+VI4,431.0890429271919,427.1672668198526,-1.318600409670085e-16,0.009180890981033727
r_15_70_30_70_4.txt,lns,420.2579375555367,VI2+VI4,420.2579269774609,418.17870414566136,2.5170437370353655e-08,0.004972116918586859
r_15_70_30_70_4.txt,ils,420.2579375555367,VI2+VI4,420.2579269774609,418.17870414566136,2.5170437370353655e-08,0.004972116918586859
r_15_70_30_70_5.txt,lns,488.33503838154,VI2+VI4,488.33503838154,488.33503838154,0.0,0.0
r_15_70_30_70_5.txt,ils,488.33503838154,VI2+VI4,488.33503838154,488.33503838154,0.0,0.0
r_15_70_30_70_6.txt,lns,450.69965495646466,VI2+VI4,450.6996549564647,446.8373398383316,-1.2612261455203199e-16,0.008643671362671813
r_15_70_30_70_6.txt,ils,450.69965495646466,VI2+VI4,450.6996549564647,446.8373398383316,-1.2612261455203199e-16,0.008643671362671813
r_15_70_30_70_7.txt,lns,413.5235306439186,VI2+VI4,413.52353064391866,413.52353064391866,-1.3746114706530538e-16,-1.3746114706530538e-16
r_15_70_30_70_7.txt,ils,413.5235306439186,VI2+VI4,413.52353064391866,413.52353064391866,-1.3746114706530538e-16,-1.3746114706530538e-16
r_15_70_30_70_8.txt,lns,443.85951426477607,VI2+VI4,443.8595142647762,440.0489739722557,-2.561324790118124e-16,0.00865935502160865
r_15_70_30_70_8.txt,ils,443.85951426477607,VI2+VI4,443.8595142647762,440.0489739722557,-2.561324790118124e-16,0.00865935502160865
r_15_70_30_70_9.txt,lns,480.2571587627955,VI2+VI4,472.8706250811019,468.7676532893499,0.015620622829821042,0.024510021953996968
r_15_70_30_70_9.txt,ils,472.8706250811019,VI2+VI4,472.8706250811019,468.7676532893499,0.0,0.00875267686019157
r_25_70_30_1.txt,lns,787.4930276885206,VI2+VI4,792.0576433490423,555.4911578680511,-0.005762984170219358,0.41765177813249393
r_25_70_30_1.txt,ils,787.4930276885204,VI2+VI4,792.0576433490423,555.4911578680511,-0.005762984170219502,0.4176517781324937
r_25_70_30_70_1.txt,lns,720.7111072730768,VI2+VI4,746.0841650050288,519.6084685615741,-0.034008304856303996,0.3870272539402845
r_25_70_30_70_1.txt,ils,730.7310920220789,VI2+VI4,746.0841650050288,519.6084685615741,-0.02057820511824754,0.4063109749634239
r_25_70_30_70_2.txt,lns,714.1107958651178,VI2+VI4,751.9928752407907,549.4664948517485,-0.050375582831875806,0.29964393198859546
r_25_70_30_70_2.txt,ils,713.430654017282,VI2+VI4,751.9928752407907,549.4664948517485,-0.05128003534762338,0.2984061097479158
r_25_70_30_70_3.txt,lns,695.6068689241916,VI2+VI4,695.6068710077868,606.8689336684229,-2.995363134156103e-09,0.14622257020039328
r_25_70_30_70_3.txt,ils,695.6068710077868,VI2+VI4,695.6068710077868,606.8689336684229,0.0,0.1462225736337461
r_25_70_30_70_4.txt,lns,650.5450413992853,VI2+VI4,672.8379177302228,503.79471276912415,-0.03313261001422321,0.2912899339962168
r_25_70_30_70_4.txt,ils,650.5450413992853,VI2+VI4,672.8379177302228,503.79471276912415,-0.03313261001422321,0.2912899339962168
r_25_70_30_70_5.txt,lns,732.284186989176,VI2+VI4,732.2842071530446,643.8680457110567,-2.7535577601129353e-08,0.1373202814879201
r_25_70_30_70_5.txt,ils,739.3417168119915,VI2+VI4,732.2842071530446,643.8680457110567,0.009637664707238425,0.148281424644235
r_25_70_30_70_6.txt,lns,751.128742136318,VI2+VI4,751.5578944436762,680.5685658804512,-0.0005710169642697702,0.10367827694860281
r_25_70_30_70_6.txt,ils,751.128742136318,VI2+VI4,751.5578944436762,680.5685658804512,-0.0005710169642697702,0.10367827694860281
r_25_70_30_70_7.txt,lns,739.6689507292434,VI2+VI4,757.5967769388109,671.3504179669087,-0.023664074023661587,0.10176285131277325
r_25_70_30_70_7.txt,ils,753.5465108062406,VI2+VI4,757.5967769388109,671.3504179669087,-0.005346202961601868,0.12243396390256417
r_25_70_30_70_8.txt,lns,728.6010770421437,VI2+VI4,735.2374688646606,613.2210656717624,-0.009026188277325788,0.1881540244283463
r_25_70_30_70_8.txt,ils,728.6010770421436,VI2+VI4,735.2374688646606,613.2210656717624,-0.009026188277325944,0.1881540244283461
r_25_70_30_70_9.txt,lns,765.8716770045302,VI2+VI4,742.8254474587582,622.3241925219328,0.031025094286436034,0.23066351301703297
r_25_70_30_70_9.txt,ils,764.5408591326492,VI2+VI4,742.8254474587582,622.3241925219328,0.02923353224930635,0.22852504903335283
r_25_70_30_70_10.txt,lns,737.8116890327383,VI2+VI4,771.9946240881147,638.075680443049,-0.04427872162419986,0.15630749086133075
r_25_70_30_70_10.txt,ils,736.0528155844429,VI2+VI4,771.9946240881147,638.075680443049,-0.04655707097199873,0.15355096290985934
r_25_70_30_70_6navi.txt,lns,696.3895031863917,VI2+VI4,689.7659592271887,476.18601116550917,0.009602596171350725,0.4624316692586458
r_25_70_30_70_6navi.txt,ils,686.196794137283,VI2+VI4,689.7659592271887,476.18601116550917,-0.005174458150855385,0.44102677955144676
r_25_70_30_70_6navi_1.txt,lns,691.7807573720593,VI2+VI4,689.7659592271887,477.0418839747584,0.002920988079968433,0.45014679132170987
r_25_70_30_70_6navi_1.txt,ils,683.1765620139928,VI2+VI4,689.7659592271887,477.0418839747584,-0.00955309134213959,0.43211022965468077
r_25_70_30_70_6navi_2.txt,lns,679.2424461208435,VI2+VI4,684.7955922273477,485.8380952596356,-0.008109202467910422,0.3980839558451074
r_25_70_30_70_6navi_2.txt,ils,679.2424460446416,VI2+VI4,684.7955922273477,485.8380952596356,-0.008109202579187277,0.39808395568826116
r_25_70_30_70_6navi_3.txt,lns,705.1294925147912,VI2+VI4,726.9477188895978,478.3868633821378,-0.03001347388245972,0.47397336024156306
r_25_70_30_70_6navi_3.txt,ils,673.1262800210657,VI2+VI4,726.9477188895978,478.3868633821378,-0.07403756483443351,0.4070751760659637
r_25_70_30_70_6navi_4.txt,lns,611.7810009844276,VI2+VI4,612.2581803993537,459.2909810140375,-0.0007793761360850746,0.3320117883301728
r_25_70_30_70_6navi_4.txt,ils,611.3256673612577,VI2+VI4,612.2581803993537,459.2909810140375,-0.001523071586381634,0.3310204045626001
r_25_70_30_70_6navi_5.txt,lns,700.7746114853543,VI2+VI4,700.7745968268525,564.023015137441,2.0917570101731854e-08,0.2424574754535321
r_25_70_30_70_6navi_5.txt,ils,700.7746453351706,VI2+VI4,700.7745968268525,564.023015137441,6.922099956090975e-08,0.2424575354684879
r_25_70_30_70_6navi_6.txt,lns,708.4820471729447,VI2+VI4,713.1422670024383,640.3624929822668,-0.0065347687903592805,0.10637655224533013
r_25_70_30_70_6navi_6.txt,ils,719.1025180533411,VI2+VI4,713.1422670024383,640.3624929822668,0.008357730745585466,0.12296164427802433
r_25_70_30_70_6navi_7.txt,lns,710.8724722904304,VI2+VI4,679.6102827736802,612.4980416373219,0.04600017143525329,0.1606118288805223
r_25_70_30_70_6navi_7.txt,ils,698.6235746767657,VI2+VI4,679.6102827736802,612.4980416373219,0.027976757246060045,0.14061356475396086
r_25_70_30_70_6navi_8.txt,lns,685.2133816257242,VI2+VI4,716.3506028228936,553.2469154238603,-0.043466454937663546,0.238530866639826
r_25_70_30_70_6navi_8.txt,ils,681.0414899542035,VI2+VI4,716.3506028228936,553.2469154238603,-0.049290267544340655,0.230990125688158
r_25_70_30_70_6navi_9.txt,lns,724.7753275356177,VI2+VI4,713.7248309275436,575.0830405140238,0.015482852955687566,0.26029682059097975
r_25_70_30_70_6navi_9.txt,ils,716.5923131284195,VI2+VI4,713.7248309275436,575.0830405140238,0.0040176298716542574,0.2460675461545713
r_25_70_30_70_6navi_10.txt,lns,694.62519716729,VI2+VI4,712.3674853046521,582.1672145685122,-0.024906089207278104,0.1931712741366393
r_25_70_30_70_6navi_10.txt,ils,700.7492841351558,VI2+VI4,712.3674853046521,582.1672145685122,-0.01630928054573914,0.20369073798587853
r_50_70_30_70_1.txt,lns,820.7578190142071,VI2+VI4,847.1384558073773,499.10602990809485,-0.031140879760945046,0.644455826681439
r_50_70_30_70_1.txt,ils,792.4033579421846,VI2+VI4,847.1384558073773,499.10602990809485,-0.06461174969683875,0.5876453307688897
r_50_70_30_70_10.txt,lns,851.9965933445219,VI2+VI4,875.0399227120621,556.490125778444,-0.02633403204749866,0.5310183485335158
r_50_70_30_70_10.txt,ils,784.7670404935355,VI2+VI4,875.0399227120621,556.490125778444,-0.10316430127980739,0.4102083831150952
r_50_70_30_70_2.txt,lns,831.6287592111933,VI2+VI4,965.5790679597682,589.5513911529689,-0.13872536511339958,0.4106128349299635
r_50_70_30_70_2.txt,ils,838.5904981209308,VI2+VI4,965.5790679597682,589.5513911529689,-0.13151545435544645,0.42242137107152467
r_50_70_30_70_3.txt,lns,812.4320682514315,VI2+VI4,879.9679655157192,527.1000487995367,-0.07674813164898256,0.5413242136890988
r_50_70_30_70_3.txt,ils,786.704537833814,VI2+VI4,879.9679655157192,527.1000487995367,-0.10598502597449296,0.49251463669093387
r_50_70_30_70_4.txt,lns,813.369036414148,VI2+VI4,846.4825538695225,536.8929114172714,-0.0391189603424226,0.5149558117037613
r_50_70_30_70_4.txt,ils,817.270256284711,VI2+VI4,846.4825538695225,536.8929114172714,-0.0345102181389013,0.5222221022201785
r_50_70_30_70_5.txt,lns,730.1551286579199,VI2+VI4,753.7896402781374,524.8700525455215,-0.03135425370332325,0.3911160012212627
r_50_70_30_70_5.txt,ils,739.5068184805141,VI2+VI4,753.7896402781374,524.8700525455215,-0.018948020819645636,0.40893315382358825
r_50_70_30_70_6.txt,lns,801.480282021784,VI2+VI4,801.7754102514725,531.4300500002214,-0.0003680933911355281,0.5081576249243904
r_50_70_30_70_6.txt,ils,813.000637172713,VI2+VI4,801.7754102514725,531.4300500002214,0.014000462944753786,0.5298356522601128
r_50_70_30_70_7.txt,lns,870.9469243199176,VI2+VI4,779.2985979472049,567.5981301634589,0.11760360741585926,0.5344429060559083
r_50_70_30_70_7.txt,ils,823.1169609346592,VI2+VI4,779.2985979472049,567.5981301634589,0.05622795049661163,0.45017560346369556
r_50_70_30_70_8.txt,lns,869.8946871828027,VI2+VI4,843.5565337747195,554.5005246251268,0.031222748391534758,0.5687896558274673
r_50_70_30_70_8.txt,ils,891.8648272534532,VI2+VI4,843.5565337747195,554.5005246251268,0.05726740478503005,0.6084111513806113
r_50_70_30_70_9.txt,lns,770.9251069464128,VI2+VI4,807.480045131084,544.8789372362245,-0.0452703920116527,0.4148557675155449
r_50_70_30_70_9.txt,ils,726.7872532697113,VI2+VI4,807.480045131084,544.8789372362245,-0.09993162350937511,0.3338508861366081
